title,tag,artist,year,views,features,lyrics,id,language
Rumah,pop,Dere,2022,147,,"   Hilang dahan Burung berhenti terbang Hilang pohon tempat dia beregang Air naik Menelan lahan-lahan Kipas yang memutar angin panas   Duh, mana yang lebih panjang Umurku atau umur bumiku bernaung? Duh, mana yang lebih besar Egoku atau ketidaktahuan yang terpasung?   Bumi-bumi Rumah kita Rumah satu-satunya Bumi-bumi Rumah kita Rumah satu-satunya Usia Bumiku, hmm  Hmm Airnya Tanahnya Anginya, daunnya, apinya Harmoni Bumiku   Bumi-bumi Rumah kita Rumah satu-satunya Bumi-bumi Rumah kita Rumah satu-satunya, ooh Rumah satu-satunya Bumi-bumi Rumah kita Rumah satu-satunya, ooh Usia Bumiku, hmm",7574988,
жесть бонус tin bonus,rap,  (posh gnash),2022,16,пош гнаш (posh gnash),   От тебя нельзя ждать ничего хорошего За моей первой идёт вторая щека Полюбила меня и это культ говна Я помешан на боли Что обещал тогда? Жить по принципу сегодня Каждодневно даёт мне хуй в рот Во время удушения представлять Марьяну Ро Кровь носом Причина с жизнью расстаться Всем блядям за своё воздастся   Всё вернётся по принципу кармы Я желаю тебе боли Ладно Я надеюсь ты счастлив Когда из члена льётся смазка Всё на мази Я блюю до боли в простате Сделай сэд фейс И я пойму что утратил Ты заметила я кончил по пятну на джинсах Перед самой смертью назову тебя киса Узбекское кафе и японское порно Шрамы на ногах это просто уловка Нарцисизм опять в депрессивной фазе Да ты спятил Пару своих секретов я унесу с собой Глубокий вырез я хочу на руках такой Внутри тебя было так тепло Мне теперь хуёво Гоняю вялого  От тебя нельзя ждать ничего хорошего За моей первой идёт вторая щека Полюбила меня и это культ говна Я помешан на боли Что обещал тогда? Жить по принципу сегодня Каждодневно даёт мне хуй в рот Во время удушения представлять Марьяну Ро Кровь носом Причина с жизнью расстаться Всем блядям за своё воздастся,7820404,ru
Last one standing remix,rap,Allect,2022,22,"Skylar Grey,Mayham"," Now you see me standin' in the lights But you never saw my sacrifice Or all the nights I had to struggle to survive Had to lose it all to win the fight I had to fall so many times (oh-oh-oh) Now I’m the last one standin'   (look, yeah) And I'm the last one When I fight these battles man, I never have fun Always had that bad luck, everyone attacked me for takes And when I failed and collapsed, they fuckin’ laughed at my face (It's like… Yeah…) I'm never bad with the pace The pain that I feel… and now I'm back in this place (Yeah) Homies wanna shove me about my bank account Now the money's flowin' like nothing You wanna thank me now? (Yeah, yeah) Heartless and weapons The rage in my body's like it's carnage and venom And all these fuckin rappers are just garbage, I dead em I’m feeling like I’m slipping but these arms I won't let em because : Now you see me standing in the lights But you never saw my sacrifice Or all the nights I had to struggle to survive The dark side And all of the monsters I had to fight And all of the nightmares Made me stronger than life   I ain’t god, but I stay awesome The caged monster you can't stop Liked you faced off with the dang loch ness The same monster you made awful If you face-off, you'll stay dropped Like the twin towers, it's plain (plane) wrong With a little bit of inhibition of how you want me gated ’til I take off I fought my way to where I am I thought “this ain't that scary, ham” I always stayed so merry, man Like I'm the last one standing, barely, man Hamza to earth, bring it down to rapping Back to the circus is what you clowns are packing I found that I'm down to earth, sound berserk Look at how I've worked when I sound like magnums Like I'm playing Russian roulette Keep praying I ain't rushin' (Russian) you yet (nyet) I keep saying I fuck with allect You pee stains knew I was covered in debt All the pain and struggle I found at home All the stakes and trouble that are down the road How it made my mother, stay as tough Cause she never was a mothafuckin' towel thrower So I'm never gonna let up, with the sweat and blood I spent All I ever am is sentimental, better than I ever been The pen's finna detonate the tenure of the building I'm sittin' in the center of it bedded with a pen and pad I've been through it all, my fist through the wall I picked up the mic like Christopher Wallace You'll catch a clip like a trip to my barber David in Scarborough fades off the top My place in this office stays in its spot I'm raising the bar cause I'm taking the shot I work hard for this shit and I pick it apart (but) Cage me or not bitch I'm wicked and awesome, so : Now you see me standin' in the lights But you never saw my sacrifice Or all the nights I had to struggle to survive Had to lose it all to win the fight I had to fall so many times (oh-oh-oh) Now I'm the last one standin' (oh-oh-oh) Now I'm the last one standin'",7570917,en
Family Tree,rap,Yo Gotti,2022,380,," Family I got love for the family Yeah, this the family tree Aye, I tell my family meet Yeah, we built a family tree Family to me, my niggas family to me, look   Bad got a label, Youngsta got a label I’m just proud to see these niggas gettin’ some paper The G got the shine and Dugg got the youngins We fresh up out the court, right back to the money I’m talkin’ to ’em about building some houses Lawyers tryna fuck him out of hundreds of thousands We tryna shape these streets ’cause they keep pullin’ us down But they think we acting funny when we don’t come around Thе idle time’ll put a nigga in a sticky spot I can’t move around without a FN or a Glock Thеse youngins got the city on fire, shit hot And I just left the jeweler, dropped a million on a watch I’m tryna teach my niggas how to never go broke I’m tryna teach my niggas how to grow Three outta five niggas on the label gettin’ a hunnid for a show The other two gettin’ forty-five hunnid for a boat And we just pulled up with like five Lambo’s in a row And two Rolls trucks, and three of them new Ghosts Everybody got Patek's and Richards and AP’s Everybody bought somethin’ ’round here, just not me  You ain’t a leaf on this tree, you a branch nigga Want more value within the money, stay up nigga (You ain’t a leaf on this tree, you a branch nigga) (Want more value within the money, stay up nigga) My niggas ain’t my niggas, they family to me (Family to me) Yeah, this my family tree My hood ain’t my hood, it’s home to me (It's home to me) That’s who planted the seed (Planted the seed) Help a brother to help a another, then make a tree If he family to you, then he family to me (Then he family to me)   I ain’t beefing with niggas, I’m into it with labels Keepin’ pressure on niggas, yeah, I’m turning the tables All this street shit dumb, nigga, I’m really about paper I’m really a boss, I don’t know what you thought I’m really about unity, I’m really about power I ain’t thinkin’ ’bout mines, I’m thinkin’ ’bout ours When it rains, it pours, I’m giving out showers I could give you a Rollie or I could give you your flowers Oh, I can bring your head to tears I ain’t been this vulnerable in years And I’ve been to myself lately, I ain’t really feeling none of my peers Yeah, I’ve been switching gears Executive Gotti, I play the role well A hunnid-fifty K a night when I play Cromwell Residential, see residents in like five states Vacation home, got it, nigga come from sellin’ eights In my city, in my hood, nigga, I’m a great I’m the type a nigga come through, give your bitch a break Put her heels up after I pay her bills up Six months at a time, don’t talk, we still fuck Damn, I’m off topic Back to my family tree I wanna salute every nigga who run with me And it’s a secret everything that you done with me ‘Cause it’s a couple niggas that practice loyalty, family  My niggas ain’t my niggas, they family to me (Family to me) Yeah, this my family tree My hood ain’t my hood, it’s home to me (It's home to me) That’s who planted the seed (Planted the seed) (You ain’t a leaf on this tree, you a branch nigga) (Want more value within the money, stay up nigga) (You ain’t a leaf on this tree, you a branch nigga) (Want more value within the money, stay up nigga)",7662720,en
Kuni X,rap,Sauceboiz,2022,8,"Linkyonwaves,PapizZing","(Chorus: linkyonwaves) Pesa mingi hustle hustle bila ku floss Wana dai chuki hating chini ya maji na ghost Drip too large over 10k kiatu that's the cost Ana taka penzi me nadai kumtoss Niko na mbogi sauceboiz, vijana ngori of course Me si yesu so huwezi kuni cross Me si yesu so huwezi kuni cross Bank account yako ina lia na ma loss  (Verse 1: linkyonwaves) Ana taka pesa na ye ni hoe Aki gawa sana na pea bro Tuna unda beat buda play this song Anapenda penda D na hapendi chop Come tu kejani, tuna weza pop kwa mizani Radar ni gani, pesa mingi na si illuminati King Kong, ngoma nayo si ni sing along Ana penda vile iko long Cash money me hu make a lot Cash money ndio huleta thots Thots nao wana leta thoughts Najua hapo ume get lost Juu brain cells zako ziko gone Niko high baby cannot land oo Looking fresh fifty in the Bando (Chorus: linkyonwaves) Pesa mingi hustle hustle bila ku floss Wana dai chuki hating chini ya maji na ghost Drip too large over 10k kiatu that's the cost Ana taka penzi me nadai kumtoss Niko na mbogi sauceboiz, vijana ngori of course Me si yesu so huwezi kuni cross Me si yesu so huwezi kuni cross Bank account yako ina lia na ma loss  (Verse 2: PapizZing) Running around Nairobi we're dem boyz with da sauce And if you tryna cross us utajua ni makosa We are making statements ungedhani ni kufloss So wavy like a boat, so bossy niite boss Started from the bottom saa hii gang iko top Kama kawa F police sijaitambua cops Ukijichocha na macrocs nilirock in ma clarks Mistari nazo nare ady zina toa sparks",7862173,
Taguyem na vesmir,rap,Darewin,2022,114,," Yeah, yeah  [Refrain: Taguyem na vesmír Mám v píči, co se nesmí Pravidla jsou problém Pouta na mý ruce, nesmí Taguyem na vesmír Mám v píči, co se nesmí Pravidla jsou problém Pouta na mý ruce, nesmí.]  Verse: Oni znaj mý jméno Protože beat Umím rozbít V bluntu mám π 3,14 gramů konopí,  Rap game jedu 10 let, až Teď je to to pravý I gangsters utekli Když jsem srovnal vytrvalostí Yo, 5 ráno, dělá moje studio na hood: ''kykyrykyký'' Nejsem typ co chodí na párty Radši dělám svý Přivezu zvuk, zničím klub jak Beatles ''Let It Be""  Dávno víme, v čem to tkví Tvrdá práce se vyplácí,   Zvládneš poznat kdo je krysa A kdo brat? Já už dávám jеnom jednu šanci Potom zkap Nemám čas na to ztrácet čas Od tý doby co mi lovе dělaj bars  Nevím co je strach A nic mezitím není Jsme stoprocentně bdělí Buď a nebo job Vím, že druhá šance není Zamčenej na gauči čekáš, až se život změní Já chytil život za pačesy, teď je všechno skvělý  Refrain: Taguyem na vesmír  Mám v píči, co se nesmí Pravidla jsou problém Pouta na mý ruce, nesmí.  Taguyem na vesmír Mám v píči, co se nesmí Pravidla jsou problém Pouta na mý ruce, nesmí Outro: Nekouřím to s tvejma boys ,  Protože hulím čistý Hej, naučím tě mluvit Naučím tě nebýt off beat Vidět mě netrefit koš, to fakt není možný Nemáš přístup tak jak já Je smrt nebo vítězství... Ya, ya,  smrt nebo vítězství... [ya, nic mezi tím není Ya, TUSY, 22 ]",7839488,cs
Missed Calls,rap,100K Track,2022,67,," (Hey, Track, you ran off with this one) (Damn, Savion, aha) (Yung Shad, you killed this track)   How many calls? How many calls have you ignored from me before? (Before) If only these walls, if only these walls can paint a picture, what's in store? Do you know feelings, could you have feelings? Are you capable of love? When it's so easy, for you to leave me, just don't forget 'bout us (Don't forget 'bout us)   Missed calls, missed calls, missed calls (Listening for your call) Missed calls, missed calls, missed calls (Listening for your call) Missed calls, missed calls, missed calls (Call me)   Wasn't picking up my call before I made it ('Forе I made it) Now it seem like my phone can't stop ringin' (Won't stop ringin') Family or friеnd, y'all not invited (Not invited) To be in the presence of greatness (Presence) Same swipe you put me in, don't change it (Don't change it) And no, I ain't lookin' for replacements Life turned out how I expected it (Oh, no, no), you can say I manifested it Murder in my dreams (Why?), now my reality reflected it Seven figures, on top, millionaire (Yeah, yeah, yeah) Yeah, I had to take the money away Forever rich then we rich forever Biggest boss, I feel like rosé Open your mouth, we like the mafia Yeah, you know my name José I was pullin' scans, playin' with them grams And you know I had to get straight All the times that I risked my freedom Couldn't collect call, that's strange A lil' too late if you not ready on my side (Lil' too late now) 'Cause now I'm on a money train A hundred thousand on watches for my time (A hundred K) And you can't hang with me if you ain't gang  How many calls? How many calls have you ignored from me before? (Before) If only these walls, if only these walls can paint a picture, what's in store? Do you know feelings, could you have feelings? Are you capable of love? When it's so easy, for you to leave me, just don't forget 'bout us (Don't forget 'bout us)   Missed calls, missed calls, missed calls (Listening for your call) Missed calls, missed calls, missed calls (Listening for your call) Missed calls, missed calls, missed calls (Call me)",7727700,en
PARLE MOI FRANÇAIS,rap,Le Juiice,2022,173,,"   Draco dans ta face   J'sais que t’as pleins de go sur le té-c viens pas mentir Jure pas sur la vie de ta mère tu va m'faire fuir Bien sûr t'es ce genre de mec toujours dehors à faire la fête Business, Classe A, dans l’bolide j'ride Big drip, ice, j'roule big blunt j'suis high   Viens on fait la paix J'sais que t'en as marre de m'courir après Il faut qu'ça paye Crois pas qu’tu vas m’serrer parce que tu roules dans une benz' J’mettrais mon cœur sur toi seulement si t'en vaux la peine SI t'en vaux la peine   Parle moi français dis moi c'que tu veux Ça devient dangereux c’est pas un jeu J'pull up dans ta soirée c'est le feu Si tu veux on rentrera tous les deux Parle moi français dis moi c'que tu veux Ça devient dangereux c'est pas un jeu J'pull up dans ta soirée c'est le feu Si tu veux on rentrera tous les deux  Si t'avais pas compris, j'suis la quarterback Juste avec ma money, j'peux en faire des packs Pistée par des groupies, bien pires que la BAC J'reçois trop de nudes, j'ai bloqué Snapchat Enfoncée la snapback Baby je sais tu veux goûter mon cookie En amour, Juiicy, c'est une rookie J'ai des sentiments mais j'ai peur que tu me pookie Tu connais ta go, elle est looky Tu m'connais j'suis lookée j'suis partout j'suis bookée Pas la peine de m'offrir ce bouquet Je l'ai lu dans un bouquin, l'amour dure trois ans Pour les dépasser, faudra du toupet J'suis toujours au taquet, Le Juiice elle est freaky Tu vas boire mon jus pour le souper Regarde comment j'suis sapé Pour ce job, y a pas plus qualifié  et de-wee dans la caisse, on v-esqui les contrôles de police Y a que nous deux dans la pièce, tu veux que j'te montre un tour de magie Non faut pas que tu te presses, il nous reste encore le jacuzzi On l'a déjà fait dans la cuisine, on  c'est magique   J'sais que t'en as marre de m'courir après Il faut qu'ça paye Crois pas qu'tu vas m'serrer parce que tu roules dans une benz' J'mettrais mon cœur sur toi seulement si t'en vaux la peine SI t'en vaux la peine  Parle moi français dis moi c'que tu veux Ça devient dangereux c'est pas un jeu J'pull up dans ta soirée c'est le feu Si tu veux on rentrera tous les deux Parle moi français dis moi c'que tu veux Ça devient dangereux c'est pas un jeu J'pull up dans ta soirée c'est le feu Si tu veux on rentrera tous les deux",7676844,fr
De Passagem,pop,Claudia Leitte,2022,59,,"   Hey, listen   Eu tô distante de toda negatividade Já que tamo de passagem eu vou Pra longe de quem não é   Pequena nessa dimensão Mas sem medo da correnteza Posso ser sereia, aprendi desde cedo a não cair na rede, a ir na contramão A vida é uma contradição Só sei, tenho a certeza, que a incerteza Do amanhã me faz agradecer toda manhã, ê, ê   Só quero amor, minha família, meu Salvador Sinto o sol no farol, carnaval, vou que vou Um abraço como brasa quente Aconchegante, paz de Jah na mente  Eu tô distante de toda negatividade Já que tamo de passagem eu vou Pra longe de quem não é de verdade Atrás da minha felicidade Pra perto de onde bate a vibe, eu vou Não abro mão da minha liberdade   Deixa o sol bater, deixa iluminar Vai resplandecer, deixa a luz entrar O seu renascer no seu bem-estar Vai acontecer, pode acreditar Deixa o sol bater, deixa iluminar Vai resplandecer, deixa a luz entrar O seu renascer no seu bem-estar Vai acontecer, pode acreditar   Só quero amor, minha família, meu Salvador Sinto o sol no farol, carnaval, vou que vou Um abraço como brasa quente Aconchegante, paz de Jah na mente   Eu tô distante de toda negatividade Já que tamo de passagem eu vou Pra longe de quem não é de verdade Atrás da minha felicidade Pra perto de onde bate a vibe, eu vou Não abro mão da minha liberdade  Deixa o sol bater, deixa iluminar Vai resplandecer, deixa a luz entrar O seu renascer no seu bem-estar Vai acontecer, pode acreditar Deixa o sol bater, deixa iluminar Vai resplandecer, deixa a luz entrar O seu renascer no seu bem-estar Vai acontecer, pode acreditar   Ô, ô, ô, ô, ô Ô, ô, ô, ô, ô Ô, ô, ô, ô, ô, ô, ô",7709747,pt
Look my eyes.,rock,narita,2022,11,​narita,   目を瞑れよ 目を瞑れよ みたくない物わざわざみんなよ 君が見たい物だけをみていてよ 君は笑った方が綺麗だよ たまに泣いても別にいんだよ 眠れない夜だってあるだろ 目を開けてよ 目を開けてよ 俺はずっとここで歌ってるからさ   俺も不安になるよ 信じきれない けど俺だけは俺を信じていたい お前が信じるお前を 信じていたいから 負けないでくれバカにされたって 明日明後日 引きずったHate 自分で向かう先は逆方向 こんな景色見たかった訳じゃないだろ ここじゃない もっともっと遠くへ 飾りも評価も別にいらない 前を向いてりゃあと からついてきます あの光る星を落として 全部 手の中に収めて  I believe in myself 邪魔する奴 構ってらんねぇ I believe in myself なりたい俺になれるまでさ   目を瞑れよ 目を瞑れよ みたくない物わざわざみんなよ 君が見たい物だけをみていてよ 君は笑った方が綺麗だよ たまに泣いても別にいんだよ 眠れない夜だってあるだろ 目を開けてよ 目を開けてよ 俺はずっとここで歌ってるからさ   見たくないよお前のそんな顔 痛く無いフリすんのもうやめろ 俺はずっと俺はずっとここで 歌ってるからさ 歌ってるからさ歌ってるからさ 歌ってあげるから,7852514,ja
My Style,rb,Yhung T.O.,2022,8,," (Don Juan on the beat)   No COVID, keep mask on deck Run into a opp, then you know we gon' step Got 20 on yo' neck, but you worth way less SBA ran out, you ain't got no check I'm that nigga, nigga, nigga, that nigga I'm that nigga, nigga, nigga, that nigga So why you wanna play like that? Like we don't bounce out trippin' broad day like that? Baby, this shit is really too easy But you know that I keep fi' Just in case we gotta slide Hold on, hold on, hold on, hold on, hold on (Let you take me out) Now let me bring this shit back On IG, only time he tote straps (I know what you are all about) Been played them niggas out way back (But when I did) Then made them pussy niggas run four flats I ain't the one to play with (I wasn't trying to lead you on) Won't even know it's up 'cause I ain't gon' say shit We gon' catch yo' ass, couldn't act right, so we lеft yo' ass The realest, yеah, bitch, hold up, I ain't finished, yeah Can I hit it, yeah? Make a nigga fall in love when I'm in it, yeah? Hate that I gotta go, but I need dough, girl, you gotta know And that's for sure, we pop out where you at for sure 'Cause I ain't got time to play Girl, I was hoping that you stay I know that the love be fake They don't wanna see you be great Ho-ass niggas, knowin' they be talkin' on the low-ass nigga Why you got them racks at the show-ass nigga No strap, got knife, I'ma poke that nigga Who that nigga is? I don't know that nigga Ridin' with a dirty 'K like Kodak, nigga On your block where I piss and I pose at, nigga Caught that lil' nigga lackin', where your pole at, nigga? (Let you take me out) This my style and nigga, you know it Barely gotta try with this shit 'cause I'm goated (I know what you are all about) This my style and nigga, you know it Barely gotta try with this shit 'cause I'm goated (But when I did) (I wasn't trying to lead you on)",7873117,en
Дрожь земли The Rumbling,rap,Indecent 88,2022,28,,"   Я не плачу У меня нет чувств Потерял всё, что нашёл Умирать я не хочу Я пропал в глубинах тьмы По дороге в ад качусь И судьба мне не подарок Но весь мир как мяч кручу   Сколько боли испытал Этот мир не даст соврать Я останусь жить лишь там Где стоит моя кровать Вниз, вниз, вниз, вниз По течению где приз Моя смерть — это каприз Ты устал, так что садись  У меня отвал бошки, хэй (Это всё лишь Дрожь земли) Ты же знаешь, скоро штиль, эй (Это всё лишь Дрожь земли) У меня болит в груди, эй (Это всё лишь Дрожь земли) Я готов всех вас убить, эй (Это всё лишь Дрожь земли)   Я готов всё поменять Сделать этого нельзя И ведь как же понимать Что судьбу в руки не взять Дай мне только время Но его и так ведь нет Я лечу по струнке ветра И свободный человек Отбирая всё у всех Отдаю я так же им Остаюсь в глубокой коме Только скажут, что я псих Я в глубоком минусе Зато в плюсе люди все Мир некрепкий я посеял Но пожал я кровь и пепел Я страданием и потом Их избавил от страданий Но все помнят только боль и Начинают всё сначала Я не знаю сколько надо Этих циклов повторить Я хочу лишь только верить Что меня смогут любить  Я не плачу У меня нет чувств Потерял всё, что нашёл Умирать я не хочу Я пропал в глубинах тьмы По дороге в ад качусь И судьба мне не подарок Но весь мир как мяч кручу   Сколько боли испытал Этот мир не даст соврать Я останусь жить лишь там Где стоит моя кровать Вниз, вниз, вниз, вниз По течению где приз Моя смерть — это каприз Ты устал, так что садись У меня отвал бошки, хэй (Это всё лишь Дрожь земли) Ты же знаешь, скоро штиль, эй (Это всё лишь Дрожь земли) У меня болит в груди, эй (Это всё лишь Дрожь земли) Я готов всех вас убить, эй (Это всё лишь Дрожь земли)",7625565,ru
