title,tag,artist,year,views,features,lyrics,id,language,image_url
Back To You,rb,Alicia Williamson,1992,7,,"The day comes from You
You have given it to me
And now I give it back to You
Thankfully

I enter into praise
For You are worthy
No other motivation is required
In You I live and move
And have my being
Lord, You are the heart of my desire

Oh, this praise comes from You
You have given it to me
And now I give it back to You
Sacrificially

Oh, this praise comes from You
You have given it to me
And now I give it back to You
Sacrificially
Boldly now I come
To seek Your mercy
I will worship You
With every breath You give
Oh, humbly I bow down
Here in Your prеsence
Renеwed within Your love
I'm freed to live

Oh, this life comes from You
You have given it to me
And now I give it back to You
Gratefully

This life comes from You
You have given it to me
(You've given it to me)
And now I give it back to You
Gratefully
(Gratefully)

This praise comes from You
You have given it to me
And now I give it back to You
Sacrificially
This praise comes from You
You have given it to me
And now I give it back to You
Sacrificially

This praise comes from You
Oh, You have given it to me
And now, now I give it back to You
Sacrificially

This praise comes from You
You have given it to me
And now I give it back to You",7633569,en,https://images.genius.com/d544c70fc0e034b7f47f672676d03311.500x500x1.jpg
Esther,rock,The Narcotix,2021,19,,"Lie still, you’re dirty
Lie still, you’re dirty

Aye aye, she walk round aye aye
Falling down, walk round aye aye
Pray to your god, walk down aye aye
Come round my way, walk round aye aye

Father God, yeah eh
Evolution come to light
Modah yeah eh
Yeah eh she walk round yeah eh
Yeah eh she walk round

Lie still, you’re dirty
Lie still, you’re dirty

What’s your form, fire?
Hallucinating again
What’s your form, is it water?
Come around little children, it’s time to dance
What’s your form, fire?
Hallucinating again
What’s your form, is it watеr?
Come around little children, it’s timе to dance
What’s your form, fire?
Hallucinating again
(What's your form, is it water?)
What’s your form, is it water?
(Are you hallucinating again?)
Come around little children, it’s time

What's your form, is it fire?
Are you hallucinating again?
Does it burn?

Lie still, you’re dirty
Lie still, you’re dirty",7588801,en,https://images.genius.com/155edced97dc4a11da7965e9acfaaeb1.700x700x1.jpg
Sis,pop,Brendan Hendry,2021,22,,"That's all right, indeed it is
And a western ballad should be in order about
Now in our chuckwagon jamboree
And I'm going to call on Amy Lou, ""What's it to be, sis?""",6412145,en,https://images.genius.com/7f3a0963c13802a412adc4f75f293142.1000x1000x1.jpg
Barco journal 2,misc,Stacey Barco,2013,11,Mr. Varnell,"8.28.13
today i read about how the grinch stole christmas. its a story about a small town that lives within a snowflake called whoville. in the town lived the whos. at the top of the towns nearest mountain was a mean crator called the grinch who was planing to steal all of the christmas gifts

8.29.13
i like how u were getting buckets. u didn't look like u could hoop. an u seem very energetic. i jus really didn't understand the end of the video an thats mainly because i couldn't hear. coo video tho.",211803,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Jesus I Love You Reprise Live,pop,Soul Survivor,2017,240,Beth Croft,"
Jesus, I love You
Every breath within me sings, ""I love You""
Always and forever I will love You
You're all my heart adores


Jesus, I love You
Every breath within me sings, ""I love You""
Always and forever I will love You
You're all my heart adores


Jesus, I love You
Every... breath within me sings, ""I love You""
Always and forever I will love You
You're all my heart adores",3331518,en,https://images.genius.com/fd713debfbe48fe13d8970f0b230d4ae.1000x1000x1.jpg
Deathproof,rock,Voivod,2009,82,,"We got to leave now, we got to load now, we got to love now
We got to leave now, we got to load now, we got to love now
We got to leave now, we got to load now, we got to love now

All aboard now, time to roll on
1-2-3-4 shut the damn door
All drunk on fun, band on the run
Turn off the lights, live this life twice

So now how does it feel?
So now does it feel real?

Crack the windows, there is freedom in every breath you take
As the wind flows, a rain song is getting to my brain

Miles after miles, songs after songs
Drive through daylights right to the sun
You by my side where you belong
Turn off the lights, live this life twice

So now how does it feel?
So now does it feel real?
So now how does it feel?
We got to leave now, we got to load now, we got to love now
So now does it feel real?
We got to leave now, we got to load now, we got to love now",1445584,en,https://images.genius.com/b48eba9fed0d89b611893ecad00ac52a.1000x1000x1.jpg
Golden Calf,pop,Disciple,1999,194,,"
I dropped my remote
Down the couch
I want to see golf
I want it now
Computer's sick
The phone line is down
Lost my wallet
Nowhere to be found (1 John 5:21)


Somehow you always
Send up second place
Somehow there's no time
I just don't feel like (Revelation 2:4-5)


Praising my church instead of God
We worship doormats seems kind of odd
My 454 four on the floor
With all my gods I got to have more (Exodus 20:3)

Somehow you always
Send up second place
Somehow there's no time
I just don't feel like


Take my
Break my
Golden calf down
Burn my fear
My golden calf down (Exodus 32:1-6, 19-20)




Somehow you always
Send up second place
Somehow there's no time
I just don't feel like


Take my
Break my
Golden calf down
Burn my fear
My golden calf down
Burn my
Tear my golden calf down",1136330,en,https://images.genius.com/b3eecf3783f3fd9d306cad0c501a4b5a.300x300x1.jpg
BORING ME,rap,Rob Ace,2020,19,,"
Rollie, rolling
Young nigga smoke OG
Gun bow like fivi
We on point like OP
Opps wack
They ain’t smoke me
Bad bitch
Think she know me
Ceiling fan
She gon blow me
Life I had
Gave me cold feet
I gotta Hot temper
Winter shootout
It’s a hot December
Niggas move out
Cause they opps wet em
I’m just moving when I’m changing weather


Hold on wait...
Move accordingly
Niggas moving funny
Got me staticky annoying me
Shorty on my dick she saying bae why you ignoring me
Bitch I’m from the trenches all that shit you talkin boring me
Hold on wait...
Move accordingly
Niggas moving funny
Got me staticky annoying me
Shorty on my dick she saying bae why you ignoring me
Bitch I’m from the trenches all that shit you talkin boring me

Uptown do this on my lone
Know some niggas that ain’t coming home
Know the feds used to tap the phone
Been years and I’m still home
Roll a cone, sherbet
Traveling, I’m working
Why you panicking and nervous
If I wanted I’d hurt them
Hop in the whip, perfect
Bitch said I’m worth it
She used to say I was worthless
Dogged the bitch on purpose
Huge bags under eye lids I ain’t sleep in days I’m a city boy
Helicopters and them fire fighters and cop sirens that’s the city noise
Stepping on roaches and carpets
Momma said stay out apartments
Fuck niggas cause they ain’t never spark it
Rolling up and we just double park it
Niggas must be retarded
But I just disregard it
Plane engine just started
And my flight just departed


Hold on wait...
Move accordingly
Niggas moving funny
Got me staticky annoying me
Shorty on my dick she saying bae why you ignoring me
Bitch I’m from the trenches all that shit you talkin boring me
Hold on wait...
Move accordingly
Niggas moving funny
Got me staticky annoying me
Shorty on my dick she saying bae why you ignoring me
Bitch I’m from the trenches all that shit you talkin boring me",5334195,en,https://images.genius.com/d2a9ca79753499fbb94a84ec27a5c9ae.1000x999x1.jpg
Path in the Snow,pop,Big Scythe,2004,64,,"Nothingness has roamed here tonight
I haven't experienced another life
So darkness preached it's the only way
Existing in life disguised
Darkness is leading me
Into night
Suddenly all turns to ice in the cyclons
You realize a path in the snow near your feet
Tombland, it will be yours
Noone knows that I'm here

Path in the snow
That's the way we want to go
Mysteriously I found a ring
In the realms of forbidden kings
Entering forbidden caves
I'm keeping a secret in me
Darkness is leading me
Into night

Youth is a gift someone brought it to me
Like the winds of '94
Hear the mystic sound of the ocean
I roamed here so long ago
Home again I feel free and life
Has come back to fill up my senses
Struggeling during years of night
I'm home now, I am alive
Neverland where I was born
Always was a part of me
Ruling my world for years and years
I'm keeping a treasure in me
Nowhereland's leading me
Into night",946665,en,https://images.genius.com/1f12db529bd238a224de884844df1f2a.407x407x1.jpg
It’s Not That I Want You,pop,Sofia Zarzuela,2020,27,,"It's not that i want u
But i don't not want u
And i'll be fine when i see u
And u make me feel pretty like i need to

I knew from the start i was setting myself up
But i like the way ur shoes look covered in mud
And i was sitting staring at u in mudd
Ill feel fine once the night comes and we get fucked up

I spent so much time starving
Im devouring, u seemed like a good bargain
It happened now ur done, there's not much to say
I didn't want to get hurt, i can't have it my way",5715487,en,https://images.genius.com/27bc67e133e33c33855d6af6adae4cbf.700x700x1.jpg
Never Give Up,pop,L.A.B.,2020,275,​L.A.B.,"
I get feelings for no reasons
When I hear you breathing, makes me hit the ceiling
See you in the corner, I just wanna hold ya
Can I do it to you?
'Cause I just want to make you mine (Oh)
If I told you my thoughts, would you give it time?
Don't believe everything people say about me, baby (Baby)


'Cause I know what I would do (I'd do for you)
When we fooling around just me and you (Me and you)
Moving on the dance floor, rubbing you down like crazy
Oh, and I will take that chance (I would take that chance)
To never ever let a man take my command (Ooh, oh)
'Cause I want you 'til the morning sun


I will never give up
You can be my memory
Everything I want to be
Girl, you know it's you and me
Take me on that ecstasy
You can be my memory
Everything I want to be
Girl you know it's you and me
Take me on that ecstasy

I know you know, baby
You know I know, maybe
We can be one lazing sitting in the sun
Now I know that we are one (Hey, hey, hey)
'Cause we're moving along, sitting in the sun
Rolling along, you can call me out, my baby


'Cause I know what I would do (Do)
When we fooling around just me and you
Moving on the dance floor, rubbing you down like crazy
And I will take that chance (I would take that chance)
To never ever let a man take my command (Ooh, oh)
'Cause I want you 'til the morning sun


I will never give up
You can be my memory
Everything I want to be
Girl you know it's you and me
Take me on that ecstasy
You can be my memory
Everything I want to be
Girl you know it's you and me
Take me on that ecstasy

I know you know, baby
You know I know maybe
We can be one lazing sitting in the sun
I know you know baby
You know I know maybe
We can be one lazing sitting in the sun
You can be my memory
Everything I want to be
Girl, you know it's you and me
Take me on that ecstasy
I will never give up",6283336,en,https://images.genius.com/4bd75b33de605d1094798c7e1a89e09e.1000x1000x1.jpg
OMG,misc,Tonero,2016,43,,"Oh my God
Yeah
We don't fuck with you, cause we steady grinding,
Making changes
BA is the truth
Yeah you know how we do
I've been rolling with my niggas and
We blowing very soon(oh my God!)
Wait on it, we gon be successful yeah
Wait on it, we gon change the game for life See,
Wait on it, wait on it, working
We gon be successful wait on it
It's about to get fucked up
Enjoy.",2475854,en,https://images.genius.com/e35c0a15152d80f02e1997af319b9dc9.1000x1000x1.jpg
My Body,pop,Tank,2007,1446,,"My body
Oooh, all night I been puttin' alcohol in your body
(oh…oh oh)Oooh, it's alright 'cause I know how to handle your body
(oh oh…oh oh)Girl I'm ready when you're ready To take your body on a ride tonightI'm gone sit back, you just run the show
'cause girl, I'm lettin' you know

(chorus)My body is now your bodyCome and get it and do with it whatever you like
(my body)My body is now your bodyIt's incredible and it's availableAnd this body say…Come take itEverybody be…but nakedDoin' that up and down, ridin' me out of town
'cause my body's now, your body nowGet what you needCome make my body your body
Oooh, all night I been sittin' here touchin' on your body
(oh oh oh ooooh)Wooohh, I can't wait to feel it when it comes out your body
(whooh oh oh)Girl I'm ready(I'm so ready) when you're readyTo take your body on a ride tonightI'm gone sit back (I'm gone sit back) you just run the show
'cause girl, I'm lettin' you know

(chorus)My body is now your bodyCome and get it and do with it whatever you like
(my body)My body is now your bodyIt's incredible and it's available
(and it's available to you…oooooh)And this body say…Come take itEverybody be…but nakedDoin' that up and down, ridin' me out of town
'cause my body's now
(body's now)Your body now
(whoooh - whooooh)Get what you needCome make my body your body
Body…expecting it
(you'r body)About to get
(body)Hopin' that you're open for an all night here
'cause that's what your body's for
(that's what your body's for)Oh -oh...it needs to feel, touchin' and tuggin' onKissin' and rubbin' til I'm blown
(I can't take no more)I can't take no more It's in your hands baby take control

(chorus)My body is now your bodyCome and get it
(get it) And do with it whatever you like
(and do whatever you like)My bodyMy body is now your body
(ooooh-ooooooh)It's incredible
(it's incredible) And it's availableAnd this body say…Come take it
(take it)Everybody be…butt naked
(butt naked)Doin' that up and down, ridin' me out of town
(ridin' me out of town)
'cause my body's now
(body's now)Your body now
(your body's now)Get what you need
(come get what you need from this body, baby)

(chourus ii)My body's your body now baby
(come on)
(say…ooooooh)My body's your body now baby
(everybody say…oooooooh)My body's your bodyMy body's your body
(my body's your body)Come make my body you're body

(say…ooooooh)
(repeat chourus ii and fade…)",1138778,en,https://images.genius.com/701fbcfd67e9a04acfa9a0e1d39f8f40.500x496x1.jpg
Mining for Heart,rock,The Sound,1985,462,,"Mining for heart, digging too deep
Cracks appearing on her face
But I owe it to myself
Like I owe it to something else

I can't show it to you
You must see it, too
And I can't wait for you
You must see it through

Through the outside, surface cold
Down to the inside, shining black and gold
It's my duty to myself
And it's my duty to someone else

I can't show it to you
You must see it, too
And I can't wait for you
You must see it through",1004348,en,https://images.genius.com/a2a4e08ba8c0ec476e5c3178b7be0174.279x279x1.jpg
No Gimmicks,rap,Gemini Genesis,2021,4,,"
Everybody's got a gimmick, everybody's got a gimmick....


I've been grindin for a minute but I'm barely postin snippets
I've been stayin low pro but don't ever call me timid
Never tarnishing my image
Can't be working with a gimmick
Seeing rappers mumble lyrics, all these littles start to mimic
Fuckin leeches on the culture but I find it so terrific
Cause I'm targeting these fuckers and my aim is quite specific

Label me a cynic with a flow beyond acidic
In my room making classics got my neighbors gettin livid
No stress, no stress
I don't bother with that mess
I would rather light it up, let that smoke fill up my chest
Leaning back, straight relaxed with my feet up on my desk
Take a look around the stu, got me realizing I'm blessed


Everybody's got a gimmick
Everybody's got a gimmick and I just can't get with it
I can't get with it
Everybody's got a gimmick, everybody's got a gimmick
Everybody's got a gimmick and I just can't get with it
I can't get with it, nah


Embarrassed for the average, always claiming that their savage
Don't know how they got that status
Stupid antics, popping xanax
Always braggin, lifestyle lavish
Gettin green, call it cabbage
I've just had it, move it over
Let me flip it all in spanish
Como quiera te lo doy, aquí estoy
Así soy, cuidado por ahi voy
Preparando to destroy
Quitate de mi camino, got them moves like rico suave
No, I never have met Khaled but I open puertas sin las llaves",6893112,en,https://images.genius.com/378b3bcdfe562f886d7dae2d119ddf68.1000x1000x1.jpg
Night for Henry Dumas,misc,Aracelis Girmay,2014,101,,"Henry Dumas, 1934-1968,
did not die by a spaceship
or flying saucer or outer space at all
but was shot down, at 33,
by a New York City Transit policeman,
will be shot down, May 23rd,
coming home, in just 6 days,
by a New York City Transit policeman
in the subway station singing & thinking of a poem,
what he’s about to eat, will be, was, is right now
shot down,
happening yesterday, happened tomorrow,
will happen now
under the ground & above the ground
at Lenox & 125th in Harlem, Tennessee,
Memphis, New York, Watts, Queens.
1157 Wheeler Avenue, San Quentin, above which
sky swings down a giant rope, says
Climb me into heaven, or follow me home,
& Henry
& Amadou
& Malcolm
& King,
& the night hangs over the men & their faces,
& the night grows thick above the streets,
I swear it is more blue, more black, tonight
with the men going up there.
Bring the children out
to see who their uncles are.",595474,en,https://images.genius.com/ed83b37124dba58f4a43f20a0eca4707.292x292x1.png
Bite Marks,rock,Screeching Weasel,2011,431,,"Cracked open, left hanging
With my tail swinging in the wind
Grab a hold of me darling
I'm about to break down again
Now I'm reeling sideways
Ain't it always the case?
I had to do it my own way
And it blew up right in my face

Time and again and again and again
And again and again and again
I manage to fuck up
Everything I come in contact with
Grab a hold of me darling
'Cause I think you're all that I got left
The bite marks and bruises
Come and go every day
But breaks and contusions
Take a little more time to fade

Got, and I got, and I got, and I got
And I got, and I got, and I gotta get it under control now
'Cause I know I'm only getting worse
I know what all of my friends say
I can quote 'em chapter and verse
Grab a hold of me darling
Even though I'm always such a mess
Grab a hold of me darling
'Cause I think you're all that I got left
Grab a hold of me darling
'Cause I know you're all that I got left",985637,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Peace With Mind,misc,Nosidam.,2015,12,,"(Hook)
I'm at peace with mind, peace with mind
When I'm with you (x2)
Cuz I know you're mine, I know you're mine
When I'm with you
Let our souls intertwine

(Verse)
I wanna show you somethin baby
I wanna go to another place
Let's explore around the world
Just the two of us

I wanna show you somethin baby
Just let imagination run free
And if craziness is heaven then why not let it be
Aint no question, I'm loving
Cuz you're everything that i wanted
And your smile seems to make it all better
And your state of mind is all i need
(Hook)

(Bridge)
Let's travel to our place somewhere beyond the river
They don't get it, but we understand it
Let's travel to our place somewhere beyond the river
They don't get it but we understand each other

That's why I'm at peace with mind
when I'm with you
I'm at peace with mind when I'm with you
Cuz I know you're mine, I know you're mine
When I'm with you

Like two bright stars I seen you from afar
From day one I saw you as a star
You're my star
From day one I saw you as a star
Like two bright stars I seen you from afar
You're my star",672030,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Rabbit Hole Official Lyrics,rap,Speed Gang,2021,387,,"Woah Woah Woah
Went down the rabbit hole
Laser lights and strobes
Bass melts face like oh X2

Woah Woah Woah!
Got drunk in mexico
I was out of coke hit morpheous phone

He offered me the red pill or the
Blue pill but i took em both now im lit like a ferris wheel
Bout to get a uber to house on haunted hill
Met a sexy ghost now Im stuck in the spirit world

Help me i am drowning
I think my face is melting
Theres no one around me plz
Somebody help me

Woah Woah Woah
Went down thе rabbit hole
Laser lights and strobes
Bass mеlts face like oh X2
Runnin up the stairs and i see no one
Lookin out the window yeah i got my gun
We can get naked baby lets have fun
Karmas got a dick for everyone

Tweak freak, jesus peices
Crocidile dundee, bille ellish slapped me
Idgaf g, riding through the cut trees, smokin
On that bun b, titties through her ripped tee
Shawty wanna fuck me

Help me i am drowning
I think my face is melting
Theres no one around me plz
Somebody help me



Woah Woah Woah
Went down the rabbit hole
Laser lights and strobes
Bass melts face like oh X2

What you gonna do when i frop this shit
What you honna do when i flow like this
Baby lean forward then snort then kiss
Baby li lick this **** like this
If i had one wish
Then id play wit your clit
While eating deep dish
In the back of the whip
Like 808 kick drum 808 hit
616 its speed gang bitch

Like lala
Lucid drippin water
Iran into alice
And her cat down under

Woah Woah Woah
Went down the rabbit hole
Laser lights and strobes
Bass melts face like oh X2",6456480,en,https://images.genius.com/46339d6bcc8f91aa1487c653d5f97e74.640x640x1.jpg
Interim,rock,BANTAMWEIGHT,2021,36,,"
My shadow so brittle it breaks
From a voice softly spoken
It calls my name
In the daylight hours
The breath you take
Floods a wave of immense emotion
Bears a shadow so frail that it shakes
To hold a memory a moment
That fades away
Your just a fading coward
The last mistake
Of a life that sinks deep to the floor
Tell my shadow the curse of it’s weight
With a voice now unbroken
It calls my name
With the daylight over
No breath to take
Shed the weight of immense emotion
Have no shadow that falls to the wake
Let go the memory the moment
That cause your pain
I’m just a fading coward one last mistake
And I’m not giving up

Take you there
Take me for
The trident of all your means
The end of your belief in me
Take you there
Take me for the end
The end of everything
The end of everything",7225411,en,https://images.genius.com/f7c0e90191073551290071179fec0b2d.1000x1000x1.jpg
Duke Westlake Cypher,rap,Cae,2013,55,,"
We gon' do it
1 2 3 4 5 6 7 8


Ok I'm dope and hope you
Didn't click off the video
My lyrics popping off and your's
Are flatter than Vizio
Minor 72 point bold with the caps lock
Your's are smaller than albino girls ass shots
Bump it and heat it, burn it, we call that shit Jamrock
If not we come for next like ascotts
I haven't been this drunk
(well)
Since my last shot
You know I'm crack as tramp stamps or fat rocks
I'm seeing double like drunk as fuck or fag pops
To anybody who understood, mad props
I been rapping since before I burned the cash crop
(after nine months in my momma's bungalow)
I popped out like I started rapping a month ago
I got another roll, who wanted I ask 'em
Pocket full of sunshine no pacsun
I treat my weed like Tim T., Attack 'em
I'm like spyro when I spit this verbal inferno
The labels couldn't fuck this young even if they were paternal
I'm giving the fakes no brakes, like intermissions
You're simple though, I'm occipital though, the inner vision
If you're still listening I'd like to say thank you
And if you aren't, fuck you but I don't blame you
I smoke mics like employee's smoke K2
A piss test reference the conclusion I came too
Since you lie on track I'm here to tame you
You don't know the shit I'll be on, no Fable
If you need it I got the plug, no cable
Building up anticipation two but you ain't Treyble
Lyrics are modern but the warfare is biblical
I don't mean to ridicule but your chances are minimal
I'm fatal like drinking pre-natal
Your condition's critical
And combating with immortal I think it is time finish you
(Fatality)",212087,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Three Kings,rap,Re-Education Camp,2016,15,,"As the keeper of the wealth, my business is
Business, maximize money, go for self
Never felt for all the ones who need help, I melt ‘em down
Crown myself the best, success right to left, my trophy shelf
Healthy competition gets rid of all the kids who ain’t got it
And then I pocket what I got ‘cross bottom lines on the dockets
But with all this talkin’ of profits, I forgot ‘bout my purpose
The real prophet walked the Earth, planted his church below the surface
Takin’ everything I could used to be my thing
Now I bring financial backin’ with no interest or strings
‘Cause somebody’s gotta give the gold to serve the world’s new
King…

As the keeper of the knowledge, I act snobbish
If it ain’t college and polished, then your claim ain’t solid
Demolish all of your assumptions, somethin’ real in my appeal
I think therefore I am, and you can’t trust what you feel
I deal in chemistry, biology, math and astrophysics
Designs smash the asanine, data defined in digits
But there’s limits to every system, so when I heard that He fixed ‘em
I ditched my whole no-soul tradition, and joined up on His mission
Casting doubts from iv’ry towers used to be my thing
Now I hit sickness and hunger in a worldwide sting
‘Cause somebody’s gotta know the truth to serve the world’s new
King…
As the keeper of the power, I devour armies
At alarmin’ rates, massive harm, disarmin’ your states
Success is based upon the carnage I take, carpet bombin’ with squadrons
Shake the Earth, then recreate, I’m claimin’ my space
Forsake my brotherhood, I’m goin’ to war, stockpilin’ stores of
Weaponry, effigies made then settle the scores
But we’re only fightin’ the foes our real enemy chose
So I defeat evil in droves ‘til the gates of hell close
Transition
Shock-and-awe, death, destruction used to be my thing
Now I supply man and machine to get it up full swing
‘Cause somebody’s gotta build it all to serve the world’s new
King

CHORUS
Three kings, one mission, ‘cause we finally see
What the Creator, Most High, has designed us to be
When we join forces, we alignin’ to free the world
Believe me, it’s easy, like 1, 2, 3",3117459,en,https://images.genius.com/414f1246de153dca0e676cc5c0d63a5c.666x666x1.jpg
Colours,rb,Bob Chance,1980,36,,"(Brown)
The colour of my baby's hair
That shines so prettily
(Green)
The colour of my baby's eyes

(Pink)
The colour of the cloud I'm on
Each time she smiles at me
(Blue)
The colour of our happy skies

Brown hair, green eyes
Pink clouds, blue skies
(So tan)
Oh, so tan, is the colour of her skin
She's sweeter than sugar cane or (?)

When loved again
It was so easy to begin
I'll tell you why:
She's as pretty as a rainbow passin' by
(Black)
The colour of the nights
In our romantic hideaway
(Red)
The colour that we paint the town

(Gold)
The colour of the ring
I'll give her on our wedding day
(White)
The colour of her wedding gown

Black nights, red town
Gold ring, white gown
(So green)
Mm, so green (?)
And believe me they've got eyes, my lovely queen

You know she's realty, quite a find
She'll blow your mind
If she don't, then man
You must be colourblind

Brown!
These are the colours of my love!
Green!
These are the colours of my love!
Blue!
These are the colours of my love!",3380171,en,https://images.genius.com/89ce02f0e444ec78d8ff293130c43d6d.600x600x1.jpg
Cold Cold Heart,country,Tony Bennett,2006,1548,Tim McGraw,"
I tried so hard, my dear to show
That you're my every dream
Yet, you're afraid each thing I do
Is just some evil scheme
A memory from your lonesome past
Keeps us so far apart
Why can't I free your doubtful mind
And melt your cold, cold heart


Another love before my time
Made your heart sad and blue
And so my heart is paying now
For things I didn't do
In anger unkind words are said
That make the teardrops start
Why can't I free your doubtful mind
And melt your cold, cold heart



There was a time when I believed
That you belonged to me
But now I know your heart is shackled to a memory
The more I learn to care for you
The more we drift apart
Why can't I free your doubtful mind
And melt your cold, cold heart",520776,en,https://images.genius.com/cbc363e0bb07fe0f5b6cd0ddecce5c6f.1000x1000x1.jpg
Hit My Number,rap,Juug Brothers,2015,101,,"


Juug Line jumpin Hit My Number
I can buy em by the bundle Hit My Number
Juug Line full of Runners Hit My Number
I can buy em by the bundle Hit My Number


It ain't on me its in me Juug until Im finish
Juug God Juug Knight dont call if it ain't bout money
It ain't nothin you can tell us walkin on margiela
Hit My Line I can help you get yo shit together
I know I can count a milli cause I made a hunnid
Everyday Im catching plays and I neva fumble
Hear you talkin what you started hollerin this and that
Say you Juugin for the check but Im not impress
V Vs's frozen water diamonds on my daughter
I got Runners and they runnin workin like the carter
Hit My Line wit a play I Run Up my numbers today
They talkin bout Runnin It Up I ain't gotta talk cause Im up
Leanin out a 4 neva tipsy them all blue hunnids they cripsy
Runner gotta play in Mississippi just came back made 50

Juug Line full of Runners Hit My Number
I can buy em by the bundle Hit My Number
Juug Line nothin but Runners Hit My Number
I can buy em by the bundle Hit My Number


We just gettin money like we pose' to
Hunnid down hunnid mo to go...STARTED THIS JUUG SHIT NIGGA
Ay whats the play coupe on the 8's
No kicks of the day but I got J's for days
Juug Line boomin ain't nothin to get to it
Cash out on a doolie a Bird Patrick Ewing
Hit me up when you tryna go just call my Juug phone
Pull up at the store to meet the plug lets go
Ice mark jacob on my wrist got my cake up
Juugin Vegas an in Decatur
Big money Im a big dog cuban link on I dont know yall
Rappin or not a nigga gon ball ""Rappin or not a nigga gon ball""
Im in the X6 with the back bent 5 percent
I buy ya bitch and in 10 minutes I can make ya rent bet...Hold On



",2134898,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Human,country,Eric Thayne & Maddie Wilson,2014,22,,"
I can hold my breath
I can bite my tongue
I can stay awake for days
If that's what you want
Be your number one
I can fake a smile
I can force a laugh
I can dance and play the part
If that's what you ask
Give you all I am


I can do it
I can do it
I can do it


But I'm only human
And I bleed when I fall down
I'm only human
And I crash and I break down
Your words in my head, knives in my heart
You build me up and then I fall apart
Cause I'm only human

I can turn it on
Be a good machine
I can hold the weight of worlds
If that's what you need
Be your everything


I can do it
I can do it
I'll get through it


But I'm only human
And I bleed when I fall down
I'm only human
And I crash and I break down
Your words in my head, knives in my heart
You build me up and then I fall apart
Cause I'm only human


I'm only human
I'm only human
Just a little human

I can take so much
'Til I've had enough


Cause I'm only human
And I bleed when I fall down
I'm only human
And I crash and I break down
Your words in my head, knives in my heart
You build me up and then I fall apart
Cause I'm only human",4838856,en,https://images.genius.com/d873a9c62eddaa2891feb44278030bcb.600x600x1.png
Beautiful Rhino Face,rb,MrWalsh,2021,5,,"This one's for you Mrs Walsh !

My love for you is like the most smart cucumber
Your face reminds me of beautiful rhinos
Together, we are like spaghetti and sauce

Oh darling Mrs Walsh
My smart cucumber
My beautiful corn
The perfect companion to my spaghetti soul

Red sauce is red
Blue paint is blue
I like laughing
But not as much as I love reconoiter with you!

Oh darling Mrs Walsh
Your liver are like joyful bottles on a summer day
You're like the most loving math teacher to evеr drive a van down by the river

Your bеautiful rhino face
Your sauce soul
Your joyful liver
Your loving math teacher being...
How could I look at another when our smart cucumber love is so strong?

I love you Mrs Walsh!",6725613,en,https://assets.genius.com/images/default_cover_image.png?1697817458
Business As A Performance Art,pop,The Lives Of Famous Men,2007,110,,"Ballroom poise. the girls are dressing their intent to get a taste for keeping pace. the speaker lifts his glass. to dearest friends that will not last. they drink the pearls. theres an etiquette to always faking it with the straightest of faces. its all about the way you present yourself. novelty: gleaming lipstick, chain and gag. show your teeth if you can bite it back. skin grafts of all your mistresses. its such an exhibition. youre in when youre invited back. ill stay at home (and cut at my own throat)",1039613,en,https://images.genius.com/6273eed1a363ff2715189fda203e3706.1000x1000x1.jpg
Confession,misc,Gilbert Gottfried,2020,43,,"An old jewish man walks into a church, he goes into the confession booth  eh says “Forgive me father for I have sinned. I was working in my taylor shop, a girl came, couldn’t have been more than 19 years old. Blonde hair, a great body, all of sudden I start fucking her and sucking her. And sucking. More than three hours. And the priest goes, “ahh you’re jewish, why are you telling me this?” He goes “Telling you I’m telling everybody!”",5156519,en,https://images.genius.com/f8b3f7fd6049ed618948863a12d3db62.349x349x1.jpg
